Timestamp,Actor,Target,Spell,White Damage,White Crit,Yellow Damage,Yellow Crit,Buffer Income,Expected Buffer,Observed Tick,Expected Tick,Metric,Value
5/13 16:06:37.291,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,73.0,nil,0,144.7199999999999,73.0,72.36,,
5/13 16:06:37.291,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,133.0,nil,0,534.6600000000001,133.0,133.66500000000002,,
5/13 16:06:38.298,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,72.0,nil,0,72.35999999999991,72.0,72.36,,
5/13 16:06:38.298,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,134.0,nil,0,400.99500000000006,134.0,133.66500000000002,,
5/13 16:06:39.093,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,450.0,nil,1.0,,,,,,,
5/13 16:06:39.295,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,72.0,nil,0,-8.526512829121202e-14,72.0,72.36,,
5/13 16:06:39.295,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,133.0,nil,0,267.33000000000004,133.0,133.66500000000002,,
5/13 16:06:39.599,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,2447.0,1,434.16,701.49,,,,
5/13 16:06:40.450,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,579.0,1,1.0,,271.35,972.84,,,,
5/13 16:06:41.483,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,162.0,nil,0,810.7,162.0,162.14000000000001,,
5/13 16:06:41.734,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,433.0,nil,1.0,,,,,,,
5/13 16:06:42.247,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,603.0,nil,,,,,,
5/13 16:06:42.247,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,603.0,nil,,,,,,
5/13 16:06:42.247,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,604.0,nil,,,,,,
5/13 16:06:42.247,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 16:06:42.247,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 16:06:42.247,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,855.0,1,271.35,271.35,,,,
5/13 16:06:42.478,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,162.0,nil,0,648.5600000000001,162.0,162.14000000000001,,
5/13 16:06:42.971,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,580.0,1,1.0,,271.35,919.9100000000001,,,,
5/13 16:06:43.279,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,226.12500000000003,45.0,45.225,,
5/13 16:06:43.993,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,153.0,nil,0,766.5916666666667,153.0,153.31833333333336,,
5/13 16:06:44.225,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,927.0,1,1.0,,434.16,1200.7516666666668,,,,
5/13 16:06:44.225,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,180.90000000000003,45.0,45.225,,
5/13 16:06:44.870,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1077.0,nil,,,,,,
5/13 16:06:45.271,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,135.67500000000004,45.0,45.225,,
5/13 16:06:45.271,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,200.0,nil,0,1000.626388888889,200.0,200.1252777777778,,
5/13 16:06:45.450,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,268.0,nil,1.0,,,,,,,
5/13 16:06:46.216,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,90.45000000000005,45.0,45.225,,
5/13 16:06:46.216,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,200.0,nil,0,800.5011111111112,200.0,200.1252777777778,,
5/13 16:06:46.684,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,927.0,1,1.0,,434.16,1234.6611111111113,,,,
5/13 16:06:47.269,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,45.225000000000044,45.0,45.225,,
5/13 16:06:47.803,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,205.0,nil,0,1028.8842592592594,205.0,205.7768518518519,,
5/13 16:06:48.015,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,580.0,1,1.0,,271.35,1300.2342592592595,,,,
5/13 16:06:48.276,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,4.263256414560601e-14,45.0,45.225,,
5/13 16:06:48.870,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1078.0,nil,,,,,,
5/13 16:06:49.037,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,216.0,nil,0,1083.5285493827162,216.0,216.70570987654324,,
5/13 16:06:49.224,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,927.0,1,1.0,,434.16,1517.6885493827162,,,,
5/13 16:06:50.321,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,253.0,nil,0,1264.7404578189303,253.0,252.94809156378605,,
5/13 16:06:50.321,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,604.0,nil,,,,,,
5/13 16:06:50.321,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,603.0,nil,,,,,,
5/13 16:06:50.321,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,1369.0,1,434.16,434.1600000000001,,,,
5/13 16:06:50.321,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,856.0,1,271.35,1536.0904578189302,,,,
5/13 16:06:50.321,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 16:06:50.321,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,856.0,1,271.35,705.5100000000001,,,,
5/13 16:06:50.545,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,731.0,1,1.0,,271.35,1807.44045781893,,,,
5/13 16:06:51.407,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,118.0,nil,0,587.9250000000001,118.0,117.58500000000002,,
5/13 16:06:51.529,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,301.0,nil,0,1506.200381515775,301.0,301.24007630315504,,
5/13 16:06:51.782,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,568.0,nil,1.0,,,,,,,
5/13 16:06:52.350,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,117.0,nil,0,470.34000000000003,117.0,117.58500000000002,,
5/13 16:06:52.560,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,301.0,nil,0,1204.96030521262,301.0,301.24007630315504,,
5/13 16:06:52.875,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1361.0,nil,,,,,,
5/13 16:06:52.997,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,733.0,1,1.0,,271.35,1476.3103052126198,,,,
5/13 16:06:53.419,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,117.0,nil,0,352.755,117.0,117.58500000000002,,
5/13 16:06:54.093,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,246.0,nil,0,1230.2585876771832,246.0,246.05171753543664,,
5/13 16:06:54.345,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,531.0,nil,1.0,,,,,,,
5/13 16:06:54.345,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,117.0,nil,0,235.16999999999996,117.0,117.58500000000002,,
5/13 16:06:55.102,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,246.0,nil,0,984.2068701417465,246.0,246.05171753543664,,
5/13 16:06:55.403,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,118.0,nil,0,117.58499999999994,118.0,117.58500000000002,,
5/13 16:06:55.588,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,731.0,1,1.0,,271.35,1255.5568701417465,,,,
5/13 16:06:56.414,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,118.0,nil,0,-8.526512829121202e-14,118.0,117.58500000000002,,
5/13 16:06:56.603,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,209.0,nil,0,1046.2973917847887,209.0,209.25947835695774,,
5/13 16:06:56.787,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,1172.0,1,1.0,,434.16,1480.4573917847888,,,,
5/13 16:06:56.885,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,3091.0,1,434.16,1914.6173917847889,,,,
5/13 16:06:57.916,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,319.0,nil,0,1595.5144931539908,319.0,319.10289863079817,,
5/13 16:06:58.112,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,356.0,nil,1.0,,,,,,,
5/13 16:06:58.389,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,763.0,nil,,,,,,
5/13 16:06:58.389,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,762.0,nil,,,,,,
5/13 16:06:58.389,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,1730.0,1,434.16,434.15999999999997,,,,
5/13 16:06:58.389,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,477.0,nil,,,,,,
5/13 16:06:58.389,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,1083.0,1,271.35,271.3499999999999,,,,
5/13 16:06:58.389,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,477.0,nil,,,,,,
5/13 16:06:58.834,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,319.0,nil,0,1276.4115945231927,319.0,319.10289863079817,,
5/13 16:06:59.387,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,1172.0,1,1.0,,434.16,1710.5715945231927,,,,
5/13 16:06:59.419,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,226.12499999999991,45.0,45.22499999999999,,
5/13 16:06:59.419,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,361.79999999999995,73.0,72.36,,
5/13 16:07:00.396,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,285.0,nil,0,1425.4763287693272,285.0,285.0952657538655,,
5/13 16:07:00.396,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,46.0,nil,0,180.89999999999992,46.0,45.22499999999999,,
5/13 16:07:00.396,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,289.43999999999994,73.0,72.36,,
5/13 16:07:00.640,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,281.0,nil,1.0,,,,,,,
5/13 16:07:00.861,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1077.0,nil,,,,,,
5/13 16:07:01.331,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,285.0,nil,0,1140.3810630154617,285.0,285.0952657538655,,
5/13 16:07:01.436,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,217.07999999999993,72.0,72.36,,
5/13 16:07:01.436,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,135.67499999999993,45.0,45.22499999999999,,
5/13 16:07:01.911,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,927.0,1,1.0,,434.16,1574.5410630154618,,,,
5/13 16:07:02.382,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,90.44999999999993,45.0,45.22499999999999,,
5/13 16:07:02.382,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,144.7199999999999,73.0,72.36,,
5/13 16:07:02.937,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,263.0,nil,0,1312.1175525128847,263.0,262.42351050257696,,
5/13 16:07:03.159,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,268.0,nil,1.0,,,,,,,
5/13 16:07:03.432,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,72.35999999999991,73.0,72.36,,
5/13 16:07:03.432,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,45.224999999999945,45.0,45.22499999999999,,
5/13 16:07:03.931,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,262.0,nil,0,1049.6940420103078,262.0,262.42351050257696,,
5/13 16:07:04.427,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,449.0,nil,1.0,,,,,,,
5/13 16:07:04.427,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,45.0,nil,0,-4.263256414560601e-14,45.0,45.22499999999999,,
5/13 16:07:04.427,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,-8.526512829121202e-14,72.0,72.36,,
5/13 16:07:04.892,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,2447.0,1,434.16,1483.854042010308,,,,
5/13 16:07:05.599,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,579.0,1,1.0,,271.35,1755.204042010308,,,,
5/13 16:07:06.395,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,1371.0,1,434.16,2189.364042010308,,,,
5/13 16:07:06.395,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,1371.0,1,434.16,434.15999999999997,,,,
5/13 16:07:06.395,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,1371.0,1,434.16,434.15999999999997,,,,
5/13 16:07:06.395,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,857.0,1,271.35,2460.714042010308,,,,
5/13 16:07:06.395,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,856.0,1,271.35,705.51,,,,
5/13 16:07:06.395,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 16:07:06.891,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,450.0,nil,1.0,,,,,,,
5/13 16:07:07.435,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,361.79999999999995,73.0,72.36,,
5/13 16:07:07.435,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,118.0,nil,0,587.925,118.0,117.585,,
5/13 16:07:07.435,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,410.0,nil,0,2050.59503500859,410.0,410.119007001718,,
5/13 16:07:08.184,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,579.0,1,1.0,,271.35,2321.94503500859,,,,
5/13 16:07:08.423,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,73.0,nil,0,289.43999999999994,73.0,72.36,,
5/13 16:07:08.423,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,118.0,nil,0,470.34,118.0,117.585,,
5/13 16:07:08.901,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,2447.0,1,434.16,2756.1050350085898,,,,
5/13 16:07:09.435,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,217.07999999999993,72.0,72.36,,
5/13 16:07:09.435,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,117.0,nil,0,352.755,117.0,117.585,,
5/13 16:07:09.436,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,450.0,nil,1.0,,,,,,,
5/13 16:07:09.926,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,460.0,nil,0,2296.7541958404913,460.0,459.3508391680983,,
5/13 16:07:10.375,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,144.7199999999999,72.0,72.36,,
5/13 16:07:10.375,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,118.0,nil,0,235.17000000000002,118.0,117.585,,
5/13 16:07:10.929,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,459.0,nil,0,1837.403356672393,459.0,459.3508391680983,,
5/13 16:07:11.386,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,117.0,nil,0,117.58500000000002,117.0,117.585,,
5/13 16:07:11.386,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,72.35999999999991,72.0,72.36,,
5/13 16:07:11.932,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,459.0,nil,0,1378.0525175042949,459.0,459.3508391680983,,
5/13 16:07:11.932,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,927.0,1,1.0,,434.16,1812.212517504295,,,,
5/13 16:07:12.424,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,118.0,nil,0,2.842170943040401e-14,118.0,117.585,,
5/13 16:07:12.424,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,72.0,nil,0,-8.526512829121202e-14,72.0,72.36,,
5/13 16:07:12.911,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1077.0,nil,,,,,,
5/13 16:07:13.019,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,302.0,nil,0,1510.1770979202458,302.0,302.0354195840492,,
5/13 16:07:13.163,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,579.0,1,1.0,,271.35,1781.527097920246,,,,
5/13 16:07:14.225,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,297.0,nil,0,1484.6059149335383,297.0,296.92118298670766,,
5/13 16:07:14.337,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,603.0,nil,,,,,,
5/13 16:07:14.337,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,603.0,nil,,,,,,
5/13 16:07:14.337,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 16:07:14.337,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,857.0,1,271.35,271.3499999999999,,,,
5/13 16:07:14.520,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,450.0,nil,1.0,,,,,,,
5/13 16:07:15.267,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,297.0,nil,0,1187.6847319468307,297.0,296.92118298670766,,
5/13 16:07:15.437,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,226.12499999999991,45.0,45.22499999999999,,
5/13 16:07:15.740,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,281.0,nil,1.0,,,,,,,
5/13 16:07:16.292,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,297.0,nil,0,890.763548960123,297.0,296.92118298670766,,
5/13 16:07:16.431,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,180.89999999999992,45.0,45.22499999999999,,
5/13 16:07:16.906,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,1077.0,nil,,,,,,
5/13 16:07:17.025,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,424.0,nil,1.0,,,,,,,
5/13 16:07:17.225,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,297.0,nil,0,593.8423659734153,297.0,296.92118298670766,,
5/13 16:07:17.430,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,135.67499999999993,45.0,45.22499999999999,,
5/13 16:07:18.264,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,297.0,nil,0,296.92118298670766,297.0,296.92118298670766,,
5/13 16:07:18.435,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,90.44999999999993,45.0,45.22499999999999,,
5/13 16:07:18.617,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee OH Crit,580.0,1,1.0,,271.35,568.2711829867077,,,,
5/13 16:07:19.442,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,45.224999999999945,45.0,45.22499999999999,,
5/13 16:07:19.645,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,94.0,nil,0,473.5593191555897,94.0,94.71186383111795,,
5/13 16:07:19.877,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,927.0,1,1.0,,434.16,907.7193191555898,,,,
5/13 16:07:20.432,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Deep Wound,118.0,0,45.0,nil,0,-4.263256414560601e-14,45.0,45.22499999999999,,
5/13 16:07:20.905,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,151.0,nil,0,756.4327659629915,151.0,151.2865531925983,,
5/13 16:07:20.905,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Bloodthirst,118.0,0,2447.0,1,434.16,1190.5927659629915,,,,
5/13 16:07:21.895,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,199.0,nil,0,992.1606383024929,199.0,198.4321276604986,,
5/13 16:07:22.410,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Melee MH Crit,928.0,1,1.0,,434.16,1426.3206383024929,,,,
5/13 16:07:22.410,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,604.0,nil,,,,,,
5/13 16:07:22.410,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,1371.0,1,434.16,434.1600000000001,,,,
5/13 16:07:22.410,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,604.0,nil,,,,,,
5/13 16:07:22.410,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 16:07:22.410,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 16:07:22.410,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00005EBCDB,Whirlwind,118.0,0,377.0,nil,,,,,,
5/13 16:07:23.390,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,238.0,nil,0,1188.600531918744,238.0,237.7201063837488,,
5/13 16:07:23.390,Player-4904-00880CEA,Creature-0-4908-571-77-33272-00015EBCE5,Deep Wound,118.0,0,73.0,nil,0,361.80000000000007,73.0,72.36000000000001,,
5/13 16:07:23.664,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,0000000000000000,281.0,nil,1.0,,,,,,,
5/13 16:07:24.437,Player-4904-00880CEA,Creature-0-4908-571-77-33272-0001DEBCDB,Deep Wound,118.0,0,238.0,nil,0,950.8804255349953,238.0,237.7201063837488,,
